Nama,Ulasan,Tanggal,Pasar
deslaely putranti,"Pasarnya bersih. Lengkap. Mau cari ikan laut segar sekarang kesini bisa dapet yg bener2 bagus. Sayur2 cukup komplet. Dan favorit saya, lupis ada disini. Rasanya enak.",2019-10-14,Prawirotaman
Yolandha Afriliana,Jamunya otentik bgt. Di peras dadakan dan di minum langsung di mangkok batok. Kue lopisnya juga enak. Sebungkus cuma 3ribu,2019-10-14,Prawirotaman
Supriyono Sastrodiharjo,Lumayan lengkap untuk belanja keperluan jualan cuma tempatnya berdesakan dan harga sedikit lebih tinggi dari pada pasar Beringharjo,2019-10-14,Prawirotaman
Intial ZM,Bagus,2019-10-14,Prawirotaman
Indri,Nice. Cheap and complete ..,2019-10-14,Prawirotaman
Daniela Buscarello,Fruit and vegetables for local prices. It's better to visit the market in the early morning because you can find a larger selection of fruits and vegetables,2019-10-14,Prawirotaman
Mochdiharto Mochammad,Pasar tradisional,2019-10-14,Prawirotaman
Supriyanti Keplor,Lokasinya strategis 👍🏼 …,2019-10-14,Prawirotaman
tri wahyudi yudi,Sarapan soto sapi pk irin...josss,2019-10-14,Prawirotaman
amanda k.a,Kumuh,2019-10-14,Prawirotaman
Iwan Sukma Purnawan Yohanes,"Beli di depan pasar, telo goreng...",2019-10-14,Prawirotaman
Husen Asy,Dulu jadi tempat shooting AADC 2,2019-10-14,Prawirotaman
Andrianto Zent,Bagus tapi jk lg musim liburan macetnya minta ampun oleh kendaraan pribadi ato bus yg parkir di pinggir jalan,2019-10-14,Prawirotaman
Endi Yunarso,Pasar tradisonal lengkap,2019-10-14,Prawirotaman
Wahyu Widayat,Bagi yang sedang berkunjung dan tinggal fi prrawirotaman anda akan dimanjakan dengan belanja buah dan jajanan pasar pagi yang enak enak.,2019-10-14,Prawirotaman
Dimas Surya Tama,Bakmi jawa dimalam hari,2019-10-14,Prawirotaman
UMAM FAIZAL,sip,2019-10-14,Prawirotaman
Rika Marta,"Pasar tradisional paling deket sama rumah 😝 Mau cari daging, ikan, sayuran, pakaian, beras, lauk pauk, buah-buahan komplit dah. Tahun ini mau direnovasi, semoga jadi lebih baik & bersih 🙏 Kalau malam hari, di depan pasar ada yang jualan …",2019-10-14,Prawirotaman
Rachel Putri,Jajanan pasarnya murah-murah. Tapi jangan lebih dari jam setengah 6. Udah ludes ..,2019-10-14,Prawirotaman
yahya setiawan,Banyak turis asing disekitar tempat ini,2019-10-14,Prawirotaman
Ta Bubu,Lengkap,2019-10-14,Prawirotaman
Intan Kusuma wardany,belanja tdk harus ke supermarket tp pasar tradisional itu jauh lbh baik... sekaligus mempertahankan salah satu sumber perekonomian masyarakat,2019-10-14,Prawirotaman
Dian Petromak,"Lengkap,  unik dan banyak spot foto rol buat pecinta fotografi",2019-10-14,Prawirotaman
bontang astowo,Pasarnya cukup bersih..,2019-10-14,Prawirotaman
ditia k,"Pasar tradisional di dekat rumah yang masih sangat tradisional.
Saya selalu senang berkunjung kesini, merasa seperti kembali ke masa kecil saya. …",2019-10-14,Prawirotaman
Erna MAIRIN,Bakso urat pak teguh,2019-10-14,Prawirotaman
Didik Amud,Tempat mencari sayuran yang murah dan cukup bersih,2019-10-14,Prawirotaman
dina sept,"Ga bosen lah ke sini. Meski hampir tiap pagi ke sini. Lengkap mau sayur, buah ada di dalam dan di luar.. jajanan pasar buanyaak di dalam. Langganan beli ikan laut/tawar di belakang. Bahkan nyari daun ketumbar pun ada, paprika murah. Santan …",2019-10-14,Prawirotaman
Baning Sudiarto,Pasar Tradisional yg Komplit.,2019-10-14,Prawirotaman
Theresia Ed Widiastri,"Bersih, lengkap cm parkir susah",2019-10-14,Prawirotaman
Indah setiawati,Banyak jajanan pagi while nginep di daerah prawirotaman.,2019-10-14,Prawirotaman
Novrida Sih Hartati D,Tempat parkir kurang memadai,2019-10-14,Prawirotaman
Sobirin Sobirin,Lumayan komplit koleksinya,2019-10-14,Prawirotaman
Ayu Windia,"This traditional market is so clean. No wonder that this traditional market get award for the cleanest market in Yogyakarta.
You can find many things here, you have to try some traditional snacks from this …",2019-10-14,Prawirotaman
Arwan Arwan,Syahdu,2019-10-14,Prawirotaman
soerep SAKRI Su,"Coba terka, ke pasarnya cuma cari jajan pasar",2019-10-14,Prawirotaman
Supriyadi Supriyadi,Pasar,2019-10-14,Prawirotaman
Al Arif,Nice..,2019-10-14,Prawirotaman
Abdilah Yusuf,"""Langganan"" Mulai dari bayi sampai lontar bisa menghabiskan dua porsi",2019-10-14,Prawirotaman
Kristina Mamanya Shifa,Lengkap 👍👍👍 …,2019-10-14,Prawirotaman
dicky Pradana,Keren,2019-10-14,Prawirotaman
Raya Martha96b,Traditional bgt..,2019-10-14,Prawirotaman
ambones boys,Lumayan,2019-10-14,Prawirotaman
Mrigasira Batari Fitri Nurindah Rahadiani,"Nice place , love it so much with the traditional market",2019-10-14,Prawirotaman
Anton Sujarwadi,Pasar tradisional yg perlu dilestarikan keberadaannya..,2019-10-14,Prawirotaman
Sagita Rochman,"Suasana pasar tradisional, dengan aneka jajanan khas disana. Senang keliling mencoba makanan khasnya",2019-10-14,Prawirotaman
Fauzi anang Susanto,Salah satu pasar tradisional yg terkenal di jogjakarta,2019-10-14,Prawirotaman
aziza dyah,Murah meriah ayo belanja di pasar,2019-10-14,Prawirotaman
Kamaya S,Enough,2019-10-14,Prawirotaman
Jaka Subiyanta,Perlu direnovasi dan penataan ulang...,2019-10-14,Prawirotaman
Riyanti al fatih,Sering kesini.jualan kripik tempe hehehe,2019-10-14,Prawirotaman
Tri antoro,Rame kl pagi,2019-10-14,Prawirotaman
Wahyu Sofkhiana (Kiki),"Pasar ramai, lengkap, sayangnya jalan-jalan dalam pasar lobang-lobang .tempat parkir tidak diatur langsung di jalan Parangtritis jadi sangat membuat macet dan mengganggu",2019-10-14,Prawirotaman
Junita Liana,Lantai yg bagian tengah perlu perbaikan,2019-10-14,Prawirotaman
Rahma Noor Laila,"Kulit lumpia 2rebu perak dapatnya segaban, tempe yang masih belum jadi tempe..ada disini..cocok buat yang nginep disekitaran prawirotaman buat jajan oleh-oleh disini",2019-10-14,Prawirotaman
Nur Hananto,Lumayan ok,2019-10-14,Prawirotaman
Vio,Very traditional,2019-10-14,Prawirotaman
agus maryanto,Rencana th 2019 ini akan ada kegiatan revitalisasi (pembangunan kembali) pasar Prawirotaman .. semoga lancar,2019-10-14,Prawirotaman
Nurmala Pusfitasari,Kalau mai cari ikan gabus bisa di sini,2019-10-14,Prawirotaman
anjaha naufal m,Bikin nostalgia,2019-10-14,Prawirotaman
Edho Pehelerang,Time to buy all recipe,2019-10-14,Prawirotaman
rini mw,Pasar tradisional,2019-10-14,Prawirotaman
Gregoria Studio's,Tukang parkirnya hanya mau enaknya saja dan biaya parkirnya harus dikasih uang pas kalau kembali suka kurang.,2019-10-14,Prawirotaman
Preally Ginting,Rame kalu pagii macet,2019-10-14,Prawirotaman
Yody Laris Abadi,"Pasarnya lengkap, cuma kebersihan nya masih kurang..",2019-10-14,Prawirotaman
Intan Permata Sari,"Murah, mudah dijangkau",2019-10-14,Prawirotaman
citraadi perdana,Khas pasar tradisional,2019-10-14,Prawirotaman
Eduardus Hermawan,Tradisi Jogja,2019-10-14,Prawirotaman
Ade Kusumastuti,Sip,2019-10-14,Prawirotaman
Saguh Panuju Bakti,Seru klo pagi hari..bnyak jajanan ndeso,2019-10-14,Prawirotaman
yulw G,Kenapa hidup ini susah kah,2019-10-14,Prawirotaman
fajar ariant,Jajan tradisional macem macem,2019-10-14,Prawirotaman
suka suka,kurang nyaman. untel unelan. bau . becek. jalan macet,2019-10-14,Prawirotaman
Titok Usmantoro,Woke,2019-10-14,Prawirotaman
arifah budiwati,"Pasar serba ada bagi ibu2 rumah tangga, komplit dengan berbagai makanan tradisional yg selalu bikin kangen kembali kesana",2019-10-14,Prawirotaman
Endah Kusumawati,"Salah satu pasar yg jadi tujuan saya saat berkunjung ke Yogyakarta. Hunting kue2 pasar seperti tiwul, lupis, wajik, dll, juga pecel dan urap itu tujuan saya. Jamu tradisional yg langsung diperas sebelum diminum sungguh mantap",2019-10-14,Prawirotaman
Istriana Anggraini,Jln agak macet overall ok,2019-10-14,Prawirotaman
Erisa Noviati,"Bright, clean, neat traditional market with a lot of various items of your daily needs.. Vegetables, fruits, daily goods, clothes and various traditional snacks,,, 🌶🌽🍅🍌🍊🍉🍚🍝🍖👗👖👕🍩🍪🍮 …",2019-10-14,Prawirotaman
Mini Kh,Paling suka beli kue rangi disini. Yg di pinggir jalan . Pagi2 hangat2,2019-10-14,Prawirotaman
saputra rezan,nice,2019-10-14,Prawirotaman
Hartatik NASA,Mencari segala kebutuhan yg lengkap,2019-10-14,Prawirotaman
DR DW,Bagus banget,2019-10-14,Prawirotaman
Muhammad Umar Sakti,Komplit,2019-10-14,Prawirotaman
Yus trini,Banyak jajan pasar di sini.,2019-10-14,Prawirotaman
Abigail Niken,Sip,2019-10-14,Prawirotaman
Evika Ningrum,Mau cari apa aja insyaallah ada 😁 …,2019-10-14,Prawirotaman
Dian Ekayanthi,Enak untuk belanja makanan segar dan jajanan tradisional,2019-10-14,Prawirotaman
S Gendhis,Harga dipasar ini murah2,2019-10-14,Prawirotaman
Bagus Mazasupa,"Yang saya incar dari pasar ini hanyalah Soto Pak Irin, soto dagung sapi di pojok utara pasar",2019-10-14,Prawirotaman
Hanan Ria,Lokasinya di pinggir jalan jadi mudah dicari lengkap banyak yang jual jajanan pasar,2019-10-14,Prawirotaman
Akbar Djoyo,Bisa buat nyari oleh oleh barang yg unik unik disini..,2019-10-14,Prawirotaman
Mentari M,Tempat nya nyaman..,2019-10-14,Prawirotaman
Dwi Utoro,"Pasar yg terletak di kawasan banyak wisatawan asing menginap di tepi jalan parangtritis,karena banyak hotel -hotel kecil dengan tarif ramah kantong",2019-10-14,Prawirotaman
Erni Safitri,Lengkap untuk kebutuhan dapur,2019-10-14,Prawirotaman
Widya Khasanah,Deket rumah lengkap strategis 👌 …,2019-10-14,Prawirotaman
Thamara Kandabada,"Traditional market with a multitude of sellers selling all kinds of food items, and other home needs.",2019-10-14,Prawirotaman
Diana Dhour,"Lengkap,asyik buat belanja..bersih",2019-10-14,Prawirotaman
Tawon Kemit,"Pasar tradisional di jalan parangtritis, lumayan lengkat buat belanja bahan makanan",2019-10-14,Prawirotaman
Jonathan Gabriel,Pasarnya lengkap,2019-10-14,Prawirotaman
Aryoso Winubroto,pasar tradisional favorit warga lokal 👍😀😊 …,2019-10-14,Prawirotaman
Lukito Widiarto,Pasar pagi yg ramai untuk belanja.,2019-10-14,Prawirotaman
Samsul Mustakim,Untuk kebutuhan sehari-hari cukup lengkap dan harga terjangkau,2019-10-14,Prawirotaman
raden praseto,Belanja kebutuan harian,2019-10-14,Prawirotaman
Herry Kristianto,"Everyday as a good traditional market, complitely fresh vegetables, fresh local fruits. At the afternoon change delicious local noodle - kedai bakmi Jawa pak Geno.",2019-10-14,Prawirotaman
Coc Lamongan,Jos rame,2019-10-14,Prawirotaman
Alex Wijaya,Suka banget sama pasar tradisional,2019-10-14,Prawirotaman
Isnawan Wawan,Barang mudah di cari,2019-10-14,Prawirotaman
Pipit Pagi,Shop here and keep the tradition exist,2019-10-14,Prawirotaman
septian khairunnisa,Pasar tradisional dengan aneka jajanan pasar dan kebutuhan lainnya,2019-10-14,Prawirotaman
Andi Rayrista,Harganya murah-murah.,2019-10-14,Prawirotaman
edhi wahono,Tempat belanja sehari-hari,2019-10-14,Prawirotaman
J Nugroho,Need more seller arangement and cleanliness,2019-10-14,Prawirotaman
Sadiyy Sa',Sembako ada,2019-10-14,Prawirotaman
Nurhayati PPQ,"Lokasi strategis, pilihannya cukup komplit. Dari sayuran, aneka lauk, buah, snack, dll ada semua 🤗 …",2019-10-14,Prawirotaman
Kartika Wati,"Pasar Tradisional di Jogjakarta area selatan, dijamin komplit dan murah",2019-10-14,Prawirotaman
bubuy southlander,Traditional market,2019-10-14,Prawirotaman
Ilham Manuel,Layaknya pasar,2019-10-14,Prawirotaman
brino si penjaga tama,Buka pagi jam 06.00 s/d 10.00,2019-10-14,Prawirotaman
Planting Project,Pasar pagi dengan harga lumayan murah tapi lebih murah di pasar giwangan,2019-10-14,Prawirotaman
Putu Putrayantha,Traditional market,2019-10-14,Prawirotaman
Bibah Sari,Pengalaman pertama,2019-10-14,Prawirotaman
Kawi Boedisetio,Pasar tradisional...,2019-10-14,Prawirotaman
narulia asrandini,"Salah satu pasar tradisional, pasarnya kecil tp lumayan lengkap",2019-10-14,Prawirotaman
Dwi Sukamto,"Terletak dikota Yk.  Dekat jalan Raya,  tersedia barang kebutuhan sehari hari",2019-10-14,Prawirotaman
Dex'z Setyawan,Strategis,2019-10-14,Prawirotaman
Shabrina Muna,Pasar,2019-10-14,Prawirotaman
Vinno Nugroho,"Sudah mulai dibenahi, ditata, dan ditertibkan... Nyaman belanja disini",2019-10-14,Prawirotaman
Amadi Amadi,Pasar tradisional di kota yogyakarta yang representatif..,2019-10-14,Prawirotaman
Mislaely Umi,Tempat q slalu blanja 😘😘 …,2019-10-14,Prawirotaman
E- Kopi,Kurang perhatian dari pemda,2018-10-14,Prawirotaman
M A Wahab Ishak,Clean surrounding.. keep it up.,2018-10-14,Prawirotaman
Fenji,I've been here for two trips and it's a great place if you're wanting a traditional food market. The selection of local fruit is great and there's also meat section. …,2018-10-14,Prawirotaman
Mackands Leo Nardo Octano,Pasar,2018-10-14,Prawirotaman
Su Topo,Soto daging pak irin kios No 2 makyusss segeeeeeer👍👍👍👍👌👌👌👌👌 …,2018-10-14,Prawirotaman
jazzie production,banak yang harus ditata dan dijaga kebersihannya biar tambah nyaman,2018-10-14,Prawirotaman
Ayam Bakar Roodfoodie Semarang,Suka banget kalo harus blusukan belanja di pasar ini #letsguide,2018-10-14,Prawirotaman
andin marker 1140,"Pasarnya di tengah kota, komplit & harganya juga ndak mahal..",2018-10-14,Prawirotaman
Suyanto To,Tempat ya strtgis mau ke kota dkattt gaess...,2018-10-14,Prawirotaman
Sukses Mandiri Sejahtera,Bakso jogja,2018-10-14,Prawirotaman
Novi Berkat2,Hanya membeli roti bakar favorit yang kalau sore mangkal didepan pasar prawirotaman.,2018-10-14,Prawirotaman
widy nur w,"Cukup lengkap,, hanya kurang bersih",2018-10-14,Prawirotaman
shinta dewi kurniawati,Pasar Prawirotaman merupakan pasar tradisional yang cukup lengkap.harganya juga terjangkau untuk ukuran pasar tradisional yang besar.,2018-10-14,Prawirotaman
Arya Syahputra,Lengkap,2018-10-14,Prawirotaman
bayu Setiawan,Lengkap tapi kurang bersih,2018-10-14,Prawirotaman
Awe,"kalo pagi hindarin lewat sini deh.. macetnya istimewa.. tapi kalo sore sampe malem silakan kesini, karna kita bakal dimanjain banyak pilihan kuliner.. mulai dari bakmi jawa Pak Geno, trus ada es buah & bakso urat.. lokasi pasar ini pun dikelilingi banyak penginapan..",2018-10-14,Prawirotaman
Dani,tempat belanja terfvorit,2018-10-14,Prawirotaman
akbar Arsamulya,The lagend of bakmi in yogyakarta,2018-10-14,Prawirotaman
luthfi apasaja,"Jajanannya enak2
Jogja banged",2018-10-14,Prawirotaman
Minhatin,Sering lewat,2018-10-14,Prawirotaman
Fendi Kurniawan,Mantap bagus,2018-10-14,Prawirotaman
Ariyasa Made,"Pasar tradisional yang cukup lengkap,  bersih dan murah di wilayah kodya jogja selatan. Pasar ini adalah pasar pagi,  artinya buka & beroperasinya di pagi hari.",2018-10-14,Prawirotaman
Kang Sukat,Tempat jual beli sayur dan segala daging juga kian laut,2018-10-14,Prawirotaman
Bang thoyib1234,Lengkap,2018-10-14,Prawirotaman
Ingkeu Rachmawati,"Singgah disini karena kebetulan dekat dengan hotel tempat menginap. Beli jajanan pasar buat sarapan, gak jauh beda sama pasar tradisional di tempat lainnya.",2018-10-14,Prawirotaman
fero espadas,"Bayak bule &,kuliner menarik",2018-10-14,Prawirotaman
Tri Suwarti,Beli telur lewat lewat pager karena kunci Regol blm di bukaa,2018-10-14,Prawirotaman
Chandra Adi Nugroho,Ya pada umumnya pasar tradisional,2018-10-14,Prawirotaman
Rose Diana,Lenkap murah komplit enak,2018-10-14,Prawirotaman
Nurul Fadilazain,Komplit,2018-10-14,Prawirotaman
Setijadi Rahardjo,Memory banget buat masa kecil aku dahulu,2018-10-14,Prawirotaman
Samsul Bachri,Pasar tradisional di jalan Parangtritis yang masih menjual jajanan tradisional,2018-10-14,Prawirotaman
sriyanto sriyanto,Kalo pas jam sibuk parkir tumpah ke badan jalan..,2018-10-14,Prawirotaman
kurnia jaya,"Tmpat jual beli segala barang,namun parkirnya masih perlu pembenahan dari pemerintah kota",2018-10-14,Prawirotaman
Mushandry Syamsudin,pedagang di tertipkan agar tdk semeraut,2018-10-14,Prawirotaman
Fada Eff,Lengkap. Ngga usah ke bringharjo disini juga ada semua.,2018-10-14,Prawirotaman
Bagus Ariestya Yumanihtiar,Oke,2018-10-14,Prawirotaman
Cipta Putra,Pinggir Jl Parangtritis sangat mudah terjangkau,2018-10-14,Prawirotaman
Hana Nurhidayati,"Pasar tradisional yang sangat lengkap. Daging sapi, kambing, ayam semuanya ada. Jajan pasar juga lengkap. Dulu saya pernah beli caping juga disini. Sayuran juga lengkap. Harganya murah-murah. Kalau tidak salah saat malam hari ada bakmi jawa yang enak di pasar ini, namanya bakmi harjo geno.",2018-10-14,Prawirotaman
moto camp adventure,fresh vegetable etc,2018-10-14,Prawirotaman
Deri Supyandani,Kepasar,2018-10-14,Prawirotaman
Muhammad Iqbal,"Rapi, bersih, dan cukup lengkap",2018-10-14,Prawirotaman
Abdul Matin,....murah meriah belanja di pasar tradisional yang lokasinya di dalam kota.....,2018-10-14,Prawirotaman
Karmila Afifah,Berbagai sayuran cemilan dan sembako macam2 ada disini,2018-10-14,Prawirotaman
Daniel Snellius,Es teler bakso pak teguh pake air mentah,2018-10-14,Prawirotaman
Lutfi Hakim,bagusss,2018-10-14,Prawirotaman
Angga Hertomi,Sarapan disini paling mantab nasi ramesnya,2018-10-14,Prawirotaman
mustaqim arip,Nice people everywhere. You can buy so many goods from here. Especially vegetables and fruits.,2018-10-14,Prawirotaman
supermeind,Pasarnya lumayan rapi dan bersih,2018-10-14,Prawirotaman
Iput Lema,Bisa ketemu bule,2018-10-14,Prawirotaman
agus raharjo,Pasar nya bersih dan tertata rapi,2018-10-14,Prawirotaman
Edy Bekasi,Ok,2018-10-14,Prawirotaman
musa nugraha,"Tempatnya semrawud, butuh pembenahan, kotor dan bau, sgera di benahi dan di revitalisasi lagi oleh pemda setempat",2018-10-14,Prawirotaman
Oppi R7s,"Pasar tradisional di tengah kota dan di daerah hotel dan losmen di daerah tujuan wisata Jogja di kampung turis Prawirotaman,. Bermacam-macam dagangan dan macam macam makanan tradisional dijual di oasar ini. Macam macam kuliner khas JOGJA di …",2018-10-14,Prawirotaman
Desta Zoldix,Salah satu pasar tradisional yang sering saya kunjungi. Nyaman. Lengkap. Ramah. Jogja taste,2018-10-14,Prawirotaman
tanti kustanti,Komplit,2018-10-14,Prawirotaman
Mulyadi Adi,Banyak kuliner,2018-10-14,Prawirotaman
Jipi Arson,"seneng ajah jelajah yg tradisional gini cemilan dan makanan aneh2 bungkus untuk sarapan pagi tah gak tahu namanya pokokna eunak murah meriah, lokasi lumayan bersih rapih terawat kios2nya.",2018-10-14,Prawirotaman
Tira Lestari,Harganya dipasar ini cukup terjangkau dan lumayan lengkap.,2018-10-14,Prawirotaman
hani yudha,Deket sm jokteng,2018-10-14,Prawirotaman
sekar madhani,paling suka cari ketan bubuk disini,2018-10-14,Prawirotaman
Noorma Sulistianingsih,"Muter2 nyari ikan bandeng rebus, ternyata disini ada
Alhamdulillah, pesanan org rumah tercpai",2018-10-14,Prawirotaman
ADITYO KURNIAWAN,Pasar tradisional utk belanja kebutuhan pokok,2018-10-14,Prawirotaman
Rizky,Mantab,2018-10-14,Prawirotaman
sono harsono,Disini belanja lengkap,2018-10-14,Prawirotaman
Kang Kanoel,all u can get market,2018-10-14,Prawirotaman
roberto donnie,Pasar tradisional jalan paris,2018-10-14,Prawirotaman
Dina Esti,Tukang parkirnya bawain tas belanja pengunjung 👍 …,2018-10-14,Prawirotaman
amalia rani,Pasar lengkap. Tersedia daging juga ayam kampung,2018-10-14,Prawirotaman
Esti K Dewi,"Kalau mau beli sembako, kebutuhan sehari-hari, semuanya dg harga murah  di pasar prawirotaman ada. Tapi soal kebersihan, nah itu agar lebih diperhatikan.",2018-10-14,Prawirotaman
ady setyawan,"Tradisional, konvensional, emosional",2018-10-14,Prawirotaman
watusiji winarko,Vintage market,2018-10-14,Prawirotaman
I'm Nugie Channel,Komplit,2018-10-14,Prawirotaman
BIMA_ gg,sayuran apapun tersedia disini dengan harga terjangkau,2018-10-14,Prawirotaman
Agung Firmanto Budiharto,pasar aja ilang kumandhange,2018-10-14,Prawirotaman
baztard 284,Pasar tradisional yang komplit,2018-10-14,Prawirotaman
Rio Sapto,Nice,2018-10-14,Prawirotaman
Surya Aditya Oetomo,"Pasar Prawirotaman berjualan berbagai macam kebutuhan sayur,bumbu masak, daging, jamu, makanan, alat masak, dan yang lainnya. pasarnya sedikit bau, Lantai licin, Pedagang di dalam yang Jalur tengah berjualan di tengah jalan membuat tempat …",2018-10-14,Prawirotaman
